freqency(kHz),area(mm2),RCA/STD,Dry/Wet,T21/T23,Voltage(V),C(pF)
3,0.0050,0,0,0,-2.908,8.3455
3,0.0050,0,0,0,-2.895,8.3424
3,0.0050,0,0,0,-2.882,8.3393
3,0.0050,0,0,0,-2.869,8.3360
3,0.0050,0,0,0,-2.856,8.3328
3,0.0050,0,0,0,-2.843,8.3294
3,0.0050,0,0,0,-2.830,8.3260
3,0.0050,0,0,0,-2.817,8.3225
3,0.0050,0,0,0,-2.804,8.3190
3,0.0050,0,0,0,-2.791,8.3154
3,0.0050,0,0,0,-2.778,8.3117
3,0.0050,0,0,0,-2.765,8.3080
3,0.0050,0,0,0,-2.752,8.3041
